t_s,dt_s,volts,force_mN,raw_code,seq,n_held
1.461357,0.002022,1.952297,194.73667,3275410,1950,1
1.463373,0.002016,1.959741,195.466412,3287900,1951,2
1.467411,0.004038,1.96259,195.745702,3292680,1953,1
1.469427,0.002016,1.959336,195.426709,3287220,1954,1
1.471443,0.002016,1.965964,196.076458,3298340,1955,1
1.473466,0.002023,1.958662,195.360636,3286090,1956,2
1.477498,0.004032,1.953834,194.887343,3277990,1958,1
1.47952,0.002022,1.954162,194.919497,3278540,1959,1
1.481536,0.002016,1.95843,195.337893,3285700,1960,1
1.483559,0.002023,1.961553,195.644044,3290940,1961,1
1.485575,0.002016,1.964676,195.950194,3296180,1962,2
1.489613,0.004038,1.961178,195.607282,3290310,1964,1
1.491629,0.002016,1.952529,194.759413,3275800,1965,1
1.493645,0.002016,1.954758,194.977924,3279540,1966,1
1.495667,0.002022,1.954097,194.913125,3278430,1967,2
1.499699,0.004032,1.95694,195.191827,3283200,1969,1
1.501722,0.002023,1.964229,195.906374,3295430,1970,1
1.503738,0.002016,1.961875,195.67561,3291480,1971,1
1.505754,0.002016,1.959217,195.415043,3287020,1972,2
1.509792,0.004038,1.946121,194.131231,3265050,1974,1
1.511808,0.002016,1.946652,194.183285,3265940,1975,1
1.513831,0.002023,1.958036,195.299269,3285040,1976,1
1.515847,0.002016,1.965088,195.990583,3296870,1977,2
1.519878,0.004031,1.965249,196.006366,3297140,1979,1
1.521901,0.002023,1.97528,196.989714,3313970,1980,1
1.523917,0.002016,1.966286,196.108024,3298880,1981,1
1.525939,0.002022,1.964551,195.93794,3295970,1982,1
1.527955,0.002016,1.959688,195.461216,3287810,1983,2
1.531994,0.004039,1.960063,195.497978,3288440,1985,1
1.53401,0.002016,1.951468,194.655402,3274020,1986,1
1.536026,0.002016,1.952553,194.761765,3275840,1987,1
1.538048,0.002022,1.951617,194.670009,3274270,1988,2
1.54208,0.004032,1.952374,194.744218,3275540,1990,1
1.544103,0.002023,1.955581,195.058603,3280920,1991,1
1.546119,0.002016,1.949281,194.441008,3270350,1992,1
1.548134,0.002015,1.949042,194.417579,3269950,1993,2
1.552173,0.004039,1.951689,194.677067,3274390,1995,1
1.554189,0.002016,1.961476,195.636495,3290810,1996,1
1.556211,0.002022,1.967597,196.236542,3301080,1997,1
1.558227,0.002016,1.957816,195.277702,3284670,1998,2
1.562266,0.004039,1.953894,194.893225,3278090,2000,1
1.564282,0.002016,1.957595,195.256037,3284300,2001,1
1.566298,0.002016,1.961869,195.675021,3291470,2002,1
1.56832,0.002022,1.960164,195.507879,3288610,2003,2
1.572359,0.004039,1.964873,195.969506,3296510,2005,1
1.574375,0.002016,1.95685,195.183004,3283050,2006,1
1.576391,0.002016,1.955199,195.021155,3280280,2007,1
1.578413,0.002022,1.960301,195.521309,3288840,2008,1
1.580429,0.002016,1.955867,195.08664,3281400,2009,2
1.584467,0.004038,1.9503,194.540902,3272060,2011,1
1.586483,0.002016,1.95083,194.592858,3272950,2012,1
1.588499,0.002016,1.952076,194.715005,3275040,2013,1
1.590522,0.002023,1.95722,195.219276,3283670,2014,2
1.594554,0.004032,1.960063,195.497978,3288440,2016,1
1.596576,0.002022,1.962227,195.710116,3292070,2017,1
1.598592,0.002016,1.962012,195.68904,3291710,2018,1
1.600608,0.002016,1.950985,194.608053,3273210,2019,2
1.604647,0.004039,1.946914,194.208969,3266380,2021,1
1.606662,0.002015,1.951492,194.657755,3274060,2022,1
1.608685,0.002023,1.952803,194.786273,3276260,2023,1
1.610701,0.002016,1.9508,194.589917,3272900,2024,2
1.614739,0.004038,1.959902,195.482195,3288170,2026,1
1.616755,0.002016,1.95756,195.252606,3284240,2027,1
1.618771,0.002016,1.960439,195.534837,3289070,2028,1
1.620794,0.002023,1.961488,195.637672,3290830,2029,1
1.62281,0.002016,1.961738,195.662179,3291250,2030,2
1.626848,0.004038,1.963425,195.827557,3294080,2032,1
1.628864,0.002016,1.954073,194.910772,3278390,2033,1
1.630887,0.002023,1.959336,195.426709,3287220,2034,1
1.632903,0.002016,1.953787,194.882736,3277910,2035,2
1.636941,0.004038,1.954645,194.966846,3279350,2037,1
1.638957,0.002016,1.964778,195.960193,3296350,2038,1
1.640973,0.002016,1.964492,195.932156,3295870,2039,1
1.642995,0.002022,1.954007,194.904302,3278280,2040,2
1.647027,0.004032,1.953173,194.822545,3276880,2042,1
1.64905,0.002023,1.963329,195.818146,3293920,2043,1
1.651066,0.002016,1.966262,196.105671,3298840,2044,1
1.653082,0.002016,1.959419,195.434846,3287360,2045,2
1.65712,0.004038,1.960933,195.583264,3289900,2047,1
1.659136,0.002016,1.967788,196.255266,3301400,2048,1
1.661159,0.002023,1.963598,195.844517,3294370,2049,1
1.663174,0.002015,1.966274,196.106847,3298860,2050,1
1.665191,0.002017,1.963228,195.808245,3293750,2051,2
1.669229,0.004038,1.956517,195.15036,3282490,2053,1
1.671251,0.002022,1.966733,196.151844,3299630,2054,1
1.673267,0.002016,1.954067,194.910184,3278380,2055,1
1.675283,0.002016,1.957107,195.208198,3283480,2056,2
1.679322,0.004039,1.95502,195.003608,3279980,2058,1
1.681338,0.002016,1.961809,195.669139,3291370,2059,1
1.68336,0.002022,1.962382,195.725311,3292330,2060,1
1.685376,0.002016,1.954502,194.952828,3279110,2061,2
1.689415,0.004039,1.947403,194.256906,3267200,2063,1
1.69143,0.002015,1.951122,194.621483,3273440,2064,1
1.693447,0.002017,1.956856,195.183592,3283060,2065,1
1.695469,0.002022,1.965827,196.063028,3298110,2066,2
1.699507,0.004038,1.957983,195.294073,3284950,2068,1
1.701523,0.002016,1.959211,195.414455,3287010,2069,1
1.703539,0.002016,1.945829,194.102606,3264560,2070,1
1.705562,0.002023,1.949108,194.424049,3270060,2071,2
1.709594,0.004032,1.957536,195.250253,3284200,2073,1
1.711616,0.002022,1.968992,196.373295,3303420,2074,1
1.713632,0.002016,1.956314,195.13046,3282150,2075,1
1.715648,0.002016,1.94847,194.361505,3268990,2076,1
1.717671,0.002023,1.947576,194.273866,3267490,2077,2
1.721703,0.004032,1.951802,194.688144,3274580,2079,1
1.723725,0.002022,1.956809,195.178985,3282980,2080,1
1.725741,0.002016,1.96414,195.89765,3295280,2081,1
1.727757,0.002016,1.958978,195.391614,3286620,2082,2
1.731795,0.004038,1.953465,194.85117,3277370,2084,1
1.733811,0.002016,1.953822,194.886167,3277970,2085,1
1.735834,0.002023,1.956815,195.179573,3282990,2086,1
1.73785,0.002016,1.960051,195.496801,3288420,2087,2
1.741888,0.004038,1.963753,195.859712,3294630,2089,1
1.743904,0.002016,1.950526,194.563057,3272440,2090,1
1.745927,0.002023,1.943392,193.863704,3260470,2091,1
1.747943,0.002016,1.948065,194.321803,3268310,2092,2
