t_s,dt_s,volts,disp_um,raw_code,seq,n_held
1.422982,0.002022,4.716799,-4445.69647,2025849840,2642,2
1.427014,0.004032,4.715995,-4444.08135,2025504445,2644,1
1.429036,0.002022,4.716861,-4445.82102,2025876420,2645,1
1.431052,0.002016,4.717866,-4447.83992,2026307945,2646,1
1.433068,0.002016,4.718178,-4448.46669,2026441820,2647,2
1.437107,0.004039,4.719385,-4450.89137,2026960463,2649,1
1.439123,0.002016,4.718896,-4449.90904,2026750516,2650,1
1.441145,0.002022,4.717541,-4447.18704,2026168516,2651,1
1.443161,0.002016,4.717268,-4446.63863,2026050982,2652,2
1.4472,0.004039,4.717426,-4446.95603,2026119165,2654,1
1.449216,0.002016,4.716503,-4445.10185,2025722638,2655,1
1.451231,0.002015,4.716792,-4445.68241,2025846790,2656,1
1.453254,0.002023,4.715958,-4444.00703,2025488481,2657,2
1.457286,0.004032,4.714795,-4441.67073,2024988891,2659,1
1.459308,0.002022,4.715038,-4442.15888,2025093422,2660,1
1.461324,0.002016,4.71607,-4444.23202,2025536822,2661,1
1.46334,0.002016,4.715696,-4443.48071,2025376281,2662,1
1.465847,0.002507,4.716386,-4444.86682,2025672446,2663,2
1.469398,0.003551,4.716066,-4444.22398,2025534914,2665,1
1.471414,0.002016,4.715056,-4442.19504,2025101247,2666,1
1.473436,0.002022,4.715247,-4442.57873,2025183032,2667,1
1.475452,0.002016,4.716623,-4445.34291,2025774189,2668,2
1.479484,0.004032,4.716404,-4444.90298,2025680002,2670,1
1.481507,0.002023,4.716947,-4445.99378,2025913066,2671,1
1.483523,0.002016,4.716174,-4444.44094,2025581430,2672,1
1.485545,0.002022,4.714313,-4440.70246,2024781927,2673,2
1.489577,0.004032,4.713685,-4439.4409,2024512143,2675,1
1.4916,0.002023,4.714466,-4441.00981,2024847581,2676,1
1.493616,0.002016,4.713714,-4439.49915,2024524526,2677,1
1.495631,0.002015,4.713917,-4439.90695,2024611982,2678,2
1.49967,0.004039,4.713792,-4439.65584,2024558297,2680,1
1.501686,0.002016,4.71254,-4437.14076,2024020562,2681,1
1.503702,0.002016,4.712184,-4436.4256,2023867364,2682,1
1.505724,0.002022,4.713282,-4438.63133,2024338953,2683,1
1.50774,0.002016,4.713069,-4438.20344,2024247777,2684,2
1.511779,0.004039,4.713684,-4439.43889,2024511818,2686,1
1.513795,0.002016,4.713965,-4440.00338,2024632681,2687,1
1.515817,0.002022,4.71307,-4438.20545,2024248307,2688,1
1.517833,0.002016,4.712917,-4437.89809,2024182475,2689,2
1.521871,0.004038,4.714323,-4440.72255,2024786289,2691,1
1.523887,0.002016,4.713994,-4440.06163,2024644915,2692,1
1.525903,0.002016,4.713852,-4439.77637,2024583891,2693,1
1.52792,0.002017,4.713612,-4439.29425,2024480833,2694,2
1.531958,0.004038,4.712139,-4436.3352,2023848409,2696,1
1.53398,0.002022,4.711321,-4434.69196,2023496837,2697,1
1.535996,0.002016,4.712207,-4436.47181,2023877392,2698,1
1.538012,0.002016,4.711851,-4435.75665,2023724499,2699,2
1.542051,0.004039,4.711852,-4435.75866,2023724957,2701,1
1.544067,0.002016,4.712135,-4436.32717,2023846682,2702,1
1.546089,0.002022,4.711026,-4434.09935,2023370307,2703,1
1.548105,0.002016,4.710501,-4433.0447,2023144655,2704,1
1.550121,0.002016,4.711572,-4435.19618,2023604714,2705,2
1.55416,0.004039,4.712026,-4436.1082,2023799713,2707,1
1.556176,0.002016,4.712452,-4436.96398,2023982970,2708,1
1.558198,0.002022,4.713262,-4438.59115,2024330372,2709,1
1.560214,0.002016,4.712774,-4437.61083,2024121061,2710,2
1.564252,0.004038,4.712112,-4436.28097,2023836426,2712,1
1.566268,0.002016,4.712417,-4436.89367,2023967737,2713,1
1.568284,0.002016,4.712117,-4436.29101,2023838826,2714,1
1.570307,0.002023,4.711395,-4434.84062,2023528861,2715,2
1.574339,0.004032,4.711037,-4434.12145,2023375155,2717,1
1.576361,0.002022,4.710029,-4432.09652,2022942042,2718,1
1.578377,0.002016,4.708902,-4429.83254,2022458214,2719,1
1.5804,0.002023,4.709477,-4430.98763,2022704956,2720,2
1.584432,0.004032,4.709958,-4431.95389,2022911354,2722,1
1.586454,0.002022,4.7098,-4431.63649,2022843750,2723,1
1.58847,0.002016,4.709942,-4431.92175,2022904755,2724,1
1.590486,0.002016,4.709403,-4430.83897,2022673244,2725,1
1.592508,0.002022,4.708739,-4429.50509,2022388163,2726,2
1.596547,0.004039,4.709843,-4431.72287,2022862185,2728,1
1.598563,0.002016,4.711143,-4434.33438,2023420374,2729,1
1.600579,0.002016,4.711516,-4435.08369,2023580948,2730,1
1.602601,0.002022,4.71216,-4436.37739,2023857248,2731,2
1.606633,0.004032,4.711695,-4435.44327,2023657486,2733,1
1.608656,0.002023,4.71003,-4432.09853,2022942206,2734,1
1.610672,0.002016,4.709583,-4431.20057,2022750766,2735,1
1.612688,0.002016,4.709795,-4431.62645,2022841510,2736,2
1.616726,0.004038,4.708975,-4429.97918,2022489213,2738,1
1.618742,0.002016,4.708736,-4429.49907,2022386758,2739,1
1.620764,0.002022,4.708406,-4428.83615,2022245134,2740,1
1.62278,0.002016,4.707428,-4426.87148,2021825137,2741,2
1.626819,0.004039,4.707484,-4426.98398,2021848990,2743,1
1.628835,0.002016,4.70841,-4428.84418,2022246572,2744,1
1.630857,0.002022,4.707914,-4427.84779,2022033730,2745,1
1.632873,0.002016,4.708403,-4428.83012,2022243490,2746,2
1.636912,0.004039,4.708675,-4429.37653,2022360666,2748,1
1.638928,0.002016,4.708147,-4428.31585,2022133675,2749,1
1.640944,0.002016,4.70865,-4429.32631,2022349517,2750,1
1.642966,0.002022,4.71006,-4432.15879,2022955289,2751,1
1.644982,0.002016,4.709437,-4430.90728,2022687840,2752,2
1.64902,0.004038,4.709529,-4431.09209,2022727296,2754,1
1.651036,0.002016,4.709047,-4430.12382,2022520259,2755,1
1.653059,0.002023,4.707397,-4426.80921,2021811417,2756,1
1.655075,0.002016,4.706744,-4425.49743,2021531106,2757,2
1.659113,0.004038,4.707622,-4427.2612,2021907927,2759,1
1.661129,0.002016,4.707061,-4426.13423,2021667307,2760,1
1.663145,0.002016,4.707516,-4427.04826,2021862784,2761,1
1.665168,0.002023,4.707773,-4427.56454,2021973049,2762,2
1.6692,0.004032,4.706462,-4424.93093,2021409951,2764,1
1.671222,0.002022,4.706045,-4424.09324,2021230924,2765,1
1.673238,0.002016,4.70731,-4426.63444,2021774122,2766,1
1.675254,0.002016,4.707063,-4426.13825,2021667924,2767,2
1.679292,0.004038,4.707596,-4427.20897,2021896989,2769,1
1.681315,0.002023,4.708297,-4428.61718,2022198186,2770,1
1.683331,0.002016,4.707613,-4427.24312,2021904317,2771,1
1.685347,0.002016,4.707284,-4426.58221,2021762814,2772,1
1.687369,0.002022,4.708121,-4428.26362,2022122589,2773,2
1.691401,0.004032,4.707189,-4426.39137,2021722049,2775,1
1.693423,0.002022,4.706889,-4425.78871,2021593338,2776,1
1.695439,0.002016,4.706759,-4425.52756,2021537518,2777,1
1.697455,0.002016,4.705131,-4422.25714,2020838103,2778,2
1.701494,0.004039,4.704222,-4420.43109,2020447754,2780,1
1.70351,0.002016,4.705252,-4422.50021,2020890153,2781,1
1.705532,0.002022,4.70515,-4422.29531,2020846293,2782,1
1.707548,0.002016,4.705121,-4422.23705,2020833939,2783,2
1.711587,0.004039,4.705578,-4423.1551,2021030522,2785,1
1.713603,0.002016,4.704752,-4421.49579,2020675554,2786,1
1.715625,0.002022,4.70451,-4421.00964,2020571806,2787,1
1.717641,0.002016,4.705865,-4423.73164,2021153821,2788,2
1.72168,0.004039,4.706582,-4425.17199,2021461582,2790,1
1.723695,0.002015,4.707045,-4426.10209,2021660523,2791,1
1.725711,0.002016,4.70774,-4427.49825,2021959030,2792,1
1.727734,0.002023,4.706789,-4425.58783,2021550177,2793,1
1.72975,0.002016,4.70548,-4422.95823,2020988111,2794,2
1.733788,0.004038,4.705467,-4422.93212,2020982582,2796,1
1.735804,0.002016,4.705246,-4422.48816,2020887920,2797,1
1.737827,0.002023,4.704579,-4421.14825,2020601401,2798,1
1.739843,0.002016,4.704534,-4421.05785,2020582030,2799,2
1.743881,0.004038,4.703619,-4419.21975,2020189038,2801,1
1.745897,0.002016,4.702721,-4417.4158,2019803099,2802,1
1.747913,0.002016,4.703228,-4418.43429,2020020918,2803,1
1.749935,0.002022,4.703723,-4419.42867,2020233885,2804,2
1.753968,0.004033,4.7036,-4419.18158,2020180825,2806,1
1.75599,0.002022,4.704322,-4420.63198,2020491137,2807,1
1.758006,0.002016,4.704055,-4420.09561,2020376223,2808,1
1.760028,0.002022,4.703479,-4418.93851,2020128984,2809,2
