sweep,level_mA,heat_ms,cycle,V_on,I_on,R_on,V1,I1,R1,V2,I2,R2,step_ohm,geom,V_off
sweep_20260731_144243,850,400,4,3.8858942343750003,0.8749240625000001,4.441407432859352,3.455669194444445,0.8501122555555556,4.064956330015659,0.5215761898734176,0.12009381329113926,4.343072932566297,0.2781166025506385,7.1505083728623795,0.03889466147695841
sweep_20260731_144243,950,300,2,4.256811214285714,0.972552875,4.376945792572681,3.869270704545454,0.9501177329545456,4.072411839439442,0.5439005555555556,0.12148809803921569,4.476986341328576,0.404574501889134,7.178757853802119,0.056357173501103176
sweep_20260731_144243,950,300,3,4.2544269,0.9590593499999999,4.436041314857105,3.853131,0.9467490166666666,4.069854768443471,0.5902139183006536,0.1362486339869281,4.331888702511907,0.26203393406843567,6.283276979846178,0.04170338740579455
sweep_20260731_144243,950,300,4,4.222687071428572,0.9654650714285713,4.373733650644017,3.8737248651685396,0.9485013314606742,4.084047893958226,0.5305658025477707,0.126103974522293,4.207367805476868,0.1233199115186423,6.875669395447153,0.017935695337576954
sweep_20260731_145838,250,100,2,1.4164318793103448,0.318390827586207,4.448720743774674,1.2969251685823753,0.2865634310344828,4.525787410837894,0.5180079430379747,0.10863978797468353,4.76812365612023,0.24233624528233655,5.715101984064958,0.0424027858047025
sweep_20260731_145838,250,100,3,1.1581747333333334,0.2638540666666666,4.389451896515524,1.1286648636363636,0.2523603920454546,4.472432676491765,0.517430924050633,0.11234793670886076,4.605611275189745,0.1331785986979801,4.938333063394673,0.026968330606366744
sweep_20260731_145838,250,100,4,1.0996713666666666,0.26086843333333337,4.215425195817099,1.0975588833333334,0.24594702222222226,4.462582524547291,0.5046585350318472,0.11320570382165605,4.45788964685812,-0.004692877689171482,4.767560894829164,-0.000984335133351249
sweep_20260731_145838,250,100,5,1.2423416607142859,0.2856589821428572,4.349037623094921,1.1480259943820224,0.2583094213483146,4.444382974455968,0.5043542278481012,0.10547811392405064,4.781600742418098,0.3372177679621293,5.609313671926955,0.06011747384529588
sweep_20260731_145838,250,100,6,1.2694223064516128,0.28592669354838707,4.439677494598069,1.1476999722222223,0.24960767777777776,4.598015503529517,0.5095772371794871,0.1124553846153846,4.53137249872314,-0.06664300480637664,4.886128431941128,-0.013639224947654708
sweep_20260731_145838,350,100,2,1.693316396551724,0.37615409770114944,4.501656121521362,1.5617702093023256,0.3430573197674418,4.552505133430903,0.505162259493671,0.10739700632911393,4.7036903239706795,0.15118519053977675,6.396281740123294,0.023636418263349095
sweep_20260731_145838,350,100,3,1.654997607142857,0.3556761964285714,4.653101961168834,1.550749375,0.3420499034090909,4.53369335744354,0.5149598311688312,0.11034053246753245,4.66700513086936,0.13331177342582023,6.139302752838892,0.021714481072655115
sweep_20260731_145838,350,100,4,1.6684565833333334,0.37282408333333333,4.475184565374778,1.5536920344827585,0.34949667816091956,4.445513023638492,0.5046502841880343,0.11100876602564104,4.5460399413094015,0.10052691767090938,6.147040070888279,0.01635371113765693
